,BG,Femur,FemCart,Tibia,MedCart,LatCart
BG,42.80238796458454,41.668788303319474,1.7774265692356794,12.363776420499875,1.0735967890245943,0.31402395333583577
Femur,0.20127215851498118,96.40751278544958,0.3666850282444789,2.970481934561029,0.05196952383571685,0.002078569394202801
FemCart,0.546877352574199,2.4953161270557,92.83233240506893,0.008313792647465078,2.105287964901393,2.011872357752317
Tibia,0.7087145370578389,28.25271979621177,0.06944788374162675,70.61802635143644,0.3364170969077907,0.014674334644532985
MedCart,0.34959191692901115,2.082194750701216,4.129610977366859,2.740276692517197,50.019647607734385,40.67867805475133
LatCart,0.1650456822870616,1.8702370426508357,8.44932844932845,0.6088164708854364,31.06690244621279,57.83966990863543
